"Pick","Player","Yrs","Draft"
"70","Reggie Hannah","",1982
"71","Darius Clemons","",1982
"72","Mark Eaton","11",1982
"73","Rudy Woods","",1982
"74","Mike Sanders","11",1982
"75","Norm Anchrum","",1982
"76","Chuck Aleksinas","1",1982
"77","Jeff Jones","",1982
"78","Walker Russell","6",1982
"79","Eric Smith","",1982
"80","James Griffin","",1982
"81","Dino Gregory","",1982
"82","Tony Brown","7",1982
"83","Ken Stancell","",1982
"84","Alford Turner","",1982
"85","Andre Gaddy","",1982
"86","Rory White","5",1982
"87","Tony Grier","",1982
"88","Ken Owens","",1982
"89","Jerry Beck","",1982
"90","Craig McCormick","",1982
"91","Bruce Atkins","",1982
"92","Greg Stewart","",1982
"93","Terry White","",1982
"94","Gary Carter","",1982
"95","Mike McKay","",1982
"96","Ken Arnold","",1982
"97","Ken Simpson","",1982
"98","Aaron Howard","",1982
"99","Rubin Jackson","",1982
"100","Rich DiBenedetto","",1982
"101","John Ebeling","",1982
"102","Mark Hall","",1982
"103","Cherokee Rhone","",1982
"104","Clarence Dickerson","",1982
"105","Chris Giles","",1982
"106","Albert Irving","",1982
"107","Jeff Schneider","",1982
"108","Marvin McCrary","",1982
"109","Bill Duffy","",1982
"110","Clarence Swannegan","",1982
"111","Rod Camp","",1982
"112","Jerry Davis","",1982
"113","Howard McNeill","",1982
"114","Donald Mason","",1982
"115","William Brown","",1982
"116","Vince Reynolds","",1982
"117","Eric Marbury","",1982
"118","Alvin Jackson","",1982
"119","Wayne Waggoner","",1982
"120","Poncho Wright","",1982
"121","Mike Kanieski","",1982
"122","B. B. Fontenet","",1982
"123","Jeff Clark","",1982
"124","Gary Holmes","",1982
"125","Leo Cunningham","",1982
"126","Jay Bruchak","",1982
"127","Byron Williams","",1982
"128","Mel Daniel","",1982
"129","David Vann","",1982
"130","Jake Bethany","",1982
"131","Chris Brust","",1982
"132","Don Wilson","",1982
"133","Jaime Pena","",1982
"134","Bobby Potts","",1982
"135","Tony Carr","",1982
"136","Lynden Rose","",1982
"137","Kevin Boyle","",1982
"138","John Schweitz","2",1982
"139","Randy Reed","",1982
"140","Eddie Hughes","3",1982
"141","Thad Gardner","",1982
"142","Bob Grady","",1982
"143","Perry Range","",1982
"144","Phil Seymore","",1982
"145","Chuck Verderber","",1982
"146","Brad Leaf","",1982
"147","Dean Marquardt","",1982
"148","Horace Wyatt","",1982
"149","Terry Long","",1982
"150","Wendell Gibson","",1982
"151","Tony Anderson","",1982
"152","Matt Waldron","",1982
"153","Jeb Barlow","",1982
"154","Mike Helms","",1982
"155","Phil Ward","",1982
"156","Delonte Taylor","",1982
"157","Allen Rayhorn","",1982
"158","Bobby Austin","",1982
"159","Maurice Williams","",1982
"160","Keith Hilliard","",1982
"161","Phil Collins","",1982
"162","Monty Knight","",1982
"163","Jacques Tuz","",1982
"164","Rick Campbell","",1982
"165","Keith Peterson","",1982
"166","Ed Nealy","10",1982
"167","Dan Terwilliger","",1982
"168","Mike Burns","",1982
"169","Donald Reese","",1982
"170","Brian Nyenhuis","",1982
"171","Dave Porter","",1982
"172","James Ratiff","",1982
"173","Ken Luck","",1982
"174","Otis Jackson","",1982
"175","Mark King","",1982
"176","Dan Callandrillo","",1982
"177","Rick Elrod","",1982
"178","Donny Speer","",1982
"179","Chris Faggi","",1982
"180","Steve Burks","",1982
"181","Bryan Leonard","",1982
"182","Micah Blunt","",1982
"183","Donald Seals","",1982
"184","Ed Spriggs","",1982
"185","Tony Hafley","",1982
"186","John Hegwood","",1982
"187","Riley Clarida","",1982
"188","Ralph McPherson","",1982
"189","Jack Moore","",1982
"190","Merle Scott","",1982
"191","Skip Dillard","",1982
"192","Mike Scearce","",1982
"193","Kevin Smith","",1982
"194","Pierre Bland","",1982
"195","Mark Dearborn","",1982
"196","James Terry","",1982
"197","Gary Johnson","",1982
"198","Nick Morken","",1982
"199","Ken Lyles","",1982
"200","Dean Sears","",1982
"201","Harry O'Brien","",1982
"202","Robert Tate","",1982
"203","Tim Byrne","",1982
"204","George Melton","",1982
"205","Panayoti Giannakis","",1982
"206","Durand Walker","",1982
"207","Daryl Stovall","",1982
"208","Michael Edwards","",1982
"209","Albert Culton","",1982
"210","Robert Estes","",1982
"211","John Leonard","",1982
"212","Tony Britto","",1982
"213","Craig Summers","",1982
"214","David Coulthard","",1982
"215","Grant Taylor","",1982
"216","Ronnie McAdoo","",1982
"217","Donald Sinclair","",1982
"218","Sean Tuohy","",1982
"219","Randy Whieldon","",1982
"220","Mike Phillips","",1982
"221","Dale Wilkinson","1",1982
"222","Keith White","",1982
"223","Bob Coenen","",1982
"224","Randy Burkert","",1982
"225","Landon Turner","",1982
"1","Ralph Sampson","9",1983
"2","Steve Stipanovich","5",1983
"3","Rodney McCray","10",1983
"4","Byron Scott","14",1983
"5","Sidney Green","10",1983
"6","Russell Cross","1",1983
"7","Thurl Bailey","12",1983
"8","Antoine Carr","16",1983
"9","Dale Ellis","17",1983
"10","Jeff Malone","13",1983
"11","Derek Harper","16",1983
"12","Darrell Walker","10",1983
"13","Ennis Whatley","10",1983
"14","Clyde Drexler","15",1983
"15","Howard Carter","2",1983
"16","Jon Sundvold","9",1983
"17","Leo Rautins","2",1983
"18","Randy Breuer","11",1983
"19","John Paxson","11",1983
"20","Roy Hinson","8",1983
"21","Greg Kite","12",1983
"22","Randy Wittman","9",1983
"23","Mitchell Wiggins","6",1983
"24","Stewart Granger","3",1983
"25","Sidney Lowe","4",1983
"26","Leroy Combs","1",1983
"27","John Garris","1",1983
"28","Rod Foster","3",1983
"29","Larry Micheaux","2",1983
"30","Mark West","17",1983
"31","Doc Rivers","13",1983
"32","Michael Britt","",1983
"33","Dirk Minniefield","3",1983
"34","Guy Williams","2",1983
"35","Darrell Lockhart","1",1983
"36","Scooter McCray","3",1983
"37","David Russell","",1983
"38","Chris McNealy","3",1983
"39","Granville Waiters","5",1983
"40","Jim Thomas","4",1983
"41","Ted Kitchel","",1983
"42","Mike Davis","",1983
"43","Pace Mannion","6",1983
"44","Horace Owens","",1983
"45","Paul Williams","",1983
"46","Kevin Williams","5",1983
"47","Ken Lyons","",1983
"48","Craig Ehlo","14",1983
"49","Greg Jones","",1983
"50","Paul Thompson","3",1983
"51","Derek Whittenburg","",1983
"52","Winfred King","",1983
"53","Mike Holton","6",1983
"54","Bob Hansen","9",1983
"55","Erich Santifer","",1983
"56","Larry Anderson","",1983
"57","Darren Daye","5",1983
"58","John Pinone","1",1983
"59","Bruce Kuczenski","1",1983
"60","Steve Harriel","",1983
"61","David Little","",1983
"62","Tom Piotrowski","1",1983
"63","Frank Burnell","",1983
"64","Claude Riley","",1983
"65","Billy Goodwin","",1983
"66","Les Craft","",1983
"67","Derrick Hord","",1983
"68","Craig Robinson","",1983
"69","Orlando Phillips","",1983
"70","Dan Ruland","",1983
"71","Darrell Browder","",1983
"72","Terry Fair","",1983
"73","Dwight Jones","",1983
"74","Kalpatrick Wells","",1983
"75","Ron Crevier","1",1983
"76","Doug Arnold","",1983
"77","Peter Thibeaux","2",1983
"78","Steve Bouchie","",1983
"79","Johnny Martin","",1983
"80","Dan Gay","",1983
"81","Harry Kelley","",1983
"82","Mark Jones","1",1983
"83","York Gross","",1983
"84","Mike Jackson","",1983
"85","Tim Dunham","",1983
"86","Pete DeBisschop","",1983
"87","Barney Mines","",1983
"88","Mark Nickens","",1983
"89","Sam Mosley","",1983
"90","Brant Weidner","1",1983
"91","Carlos Clark","2",1983
"92","Terry Lewis","",1983
"93","Craig Robinson","",1983
"94","Chuck Barnett","",1983
"95","Roger Stieg","",1983
"96","Chris Logan","",1983
"97","Manute Bol","10",1983
"98","Tim Andree","",1983
"99","Greg Hines","",1983
"100","Matt Clark","",1983
"101","Ken Austin","1",1983
"102","Jim Lampley","1",1983
"103","Robin Dixon","",1983
"104","Charles Jones","",1983
"105","Troy Lee Mikell","",1983
"106","Lorenza Andrews","",1983
"107","James Braddock","",1983
"108","Gary Monroe","",1983
"109","Brad Watson","",1983
"110","Tyren Naulls","",1983
"111","Mark Petteway","",1983
"112","Jeff Pehl","",1983
"113","Rick Lamb","",1983
"114","Bob Reitz","",1983
"115","Danny Dixon","",1983
"116","Mike Milligan","",1983
"117","Jim Stack","",1983
"118","Cliff Pruitt","",1983
"119","Mel McLaughlin","",1983
"120","Russell Todd","",1983
"121","Ernest Patterson","",1983
"122","Fred Gilliam","",1983
"123","Tom Heywood","",1983
"124","Derek Perry","",1983
"125","Billy Allen","",1983
"126","Donald Carroll","",1983
"127","Tom Bethea","",1983
"128","Tony Simms","",1983
"129","Glenn Green","",1983
"130","Alvis Rogers","",1983
"131","Derrick Pope","",1983
"132","Tony Wilson","",1983
"133","Oscar Taylor","",1983
"134","Charles Hurt","",1983
"135","Edward Bona","",1983
"136","Ricky Hooker","",1983
"137","Paul Atkins","",1983
"138","Mark Steele","",1983
"139","Sedale Threatt","14",1983
"140","Brian Kellerman","",1983
"141","Tony Brown","",1983
"142","John Columbo","",1983
"143","Dan Evans","",1983
"144","Jacque Hill","",1983
"145","Peter Williams","",1983
"146","Joe Kazanowski","",1983
"147","Rob Gonzalez","",1983
"148","Terrell Schlundt","",1983
"149","Danny Womack","",1983
"150","Lex Drum","",1983
"151","Desi Barimore","",1983
"152","Dane Suttle","2",1983
"153","Maurice McDaniel","",1983
"154","Paul Little","",1983
"155","Tony Gattis","",1983
"156","Keith Bennett","",1983
"157","Anthony Hicks","",1983
"158","Keith Williams","",1983
"159","Fred Brown","",1983
"160","Ron Jackson","",1983
"161","Ricky Mixon","",1983
"162","Tony Bruin","",1983
"163","Jeff Bolding","",1983
"164","Ray McCallum","",1983
"165","Larry Tucker","",1983
"166","Mark Gannon","",1983
"167","Terry Bradley","",1983
"168","Michael McCombs","",1983
"169","Doug Harris","",1983
"170","George Wenzel","",1983
"171","Bill Sadler","",1983
"172","Bernard Perry","",1983
"173","George Thomas","",1983
"174","Mike Lang","",1983
"175","Cliff Tribus","",1983
"176","Preston Neumayr","",1983
"177","Frank Smith","",1983
"178","Ray Smith","",1983
"179","Joe Myers","",1983
"180","Brett Burkholder","",1983
"181","Mike Mulquin","",1983
"182","Norville Brown","",1983
"183","Trent Johnson","",1983
"184","Gordon Austin","",1983
"185","James Campbell","",1983
"186","Lynn Mitchem","",1983
"187","Joe Brown","",1983
"188","David Maxwell","",1983
"189","Ray Orange","",1983
"190","Greg Goorjiam","",1983
"191","Ron Webb","",1983
"192","Marlow McLain","",1983
"193","Sherrod Arnold","",1983
"194","Ricky Moreland","",1983
"195","Wil Kotchery","",1983
"196","Charles Jones","",1983
"197","Bernard Hill","",1983
"198","Bobby Van Noy","",1983
"199","Phil Hopson","",1983
"200","Tony Washington","",1983
"201","Kevin Black","",1983
"202","Bill Varner","",1983
"203","Gary Gaspard","",1983
"204","Joe Dykstra","",1983
"205","John Rice","",1983
"206","Charles Fisher","",1983
"207","Mark Smed","",1983
"208","Jon Hanley","",1983
"209","Keith Smith","",1983
"210","Tom Emma","",1983
"211","Odell Mosteller","",1983
"212","Michael Zeno","",1983
"213","Ike Person","",1983
"214","Clyde Corley","",1983
"215","Isiah Singletary","",1983
"216","Ronnie Carr","",1983
"217","Bernard Randolph","",1983
"218","Cleveland McCrae","",1983
"219","Aaron Haskins","",1983
"220","Russ Christianson","",1983
"221","David Binion","",1983
"222","Rich Simkus","",1983
"223","Bob Kelly","",1983
"224","Bo Overton","",1983
"225","Lamar Heard","",1983
"226","Andy Kupec","",1983
"1","Hakeem Olajuwon","18",1984
"2","Sam Bowie","10",1984
"3","Michael Jordan","15",1984
"4","Sam Perkins","17",1984
"5","Charles Barkley","16",1984
"6","Melvin Turpin","5",1984
"7","Alvin Robertson","10",1984
"8","Lancaster Gordon","4",1984
"9","Otis Thorpe","17",1984
"10","Leon Wood","6",1984
"11","Kevin Willis","21",1984
"12","Tim McCormick","8",1984
"13","Jay Humphries","11",1984
"14","Michael Cage","15",1984
"15","Terence Stansbury","3",1984
"16","John Stockton","19",1984
"17","Jeff Turner","10",1984
"18","Vern Fleming","12",1984
"19","Bernard Thompson","5",1984
"20","Tony Campbell","11",1984
"21","Kenny Fields","4",1984
"22","Tom Sewell","1",1984
"23","Earl Jones","2",1984
"24","Michael Young","3",1984
"25","Devin Durrant","2",1984
"26","Victor Fleming","",1984
"27","Ron Anderson","10",1984
"28","Cory Blackwell","1",1984
"29","Stuart Gray","7",1984
"30","Steve Burtt","4",1984
"31","Jay Murphy","4",1984
"32","Eric Turner","",1984
"33","Steve Colter","8",1984
"34","Tony Costner","",1984
"35","Othell Wilson","2",1984
"36","Charles Jones","4",1984
"37","Ben Coleman","5",1984
"38","Charlie Sitton","1",1984
"39","Danny Young","10",1984
"40","Anthony Teachey","",1984
"41","Tom Sluby","1",1984
"42","Willie White","2",1984
"43","Greg Wiltjer","",1984
"44","Fred Reynolds","",1984
"45","Gary Plummer","2",1984
"46","Jerome Kersey","17",1984
"47","Ronnie Williams","",1984
"48","James Banks","",1984
"49","Tim Dillon","",1984
"50","Ben McDonald","4",1984
"51","Jim Petersen","8",1984
"52","Terry Williams","",1984
"53","Ricky Ross","",1984
"54","Roosevelt Chapman","",1984
"55","Lewis Jackson","",1984
"56","Jeff Allen","",1984
"57","Joe Binion","1",1984
"58","Bobby Parks","",1984
"59","Murray Jarman","",1984
"60","Leonard Mitchell","",1984
"61","Jeff Cross","1",1984
"62","David Pope","2",1984
"63","Yommy Sangodeyi","",1984
"64","Curtis Green","",1984
"65","Tim Kearney","",1984
"66","Kevin Springman","",1984
"67","Vernon Delancy","",1984
"68","Butch Graves","1",1984
"69","George Singleton","",1984
"70","Rick Carlisle","5",1984
"71","Ralph Jackson","1",1984
"72","Melvin Johnson","",1984
"73","Art Aaron","",1984
"74","Willie Jackson","",1984
"75","Marc Glass","",1984
"76","Jim Grandholm","1",1984
"77","Mark Halsel","",1984
"78","John Devereaux","",1984
"79","Karl Tilleman","",1984
"80","Carl Henry","1",1984
"81","Dickie Beal","",1984
"82","Jeff Collins","",1984
"83","Jeff Jenkins","",1984
"84","John Horrocks","",1984
"85","Hank Cornley","",1984
"86","Jim Rowinski","2",1984
"87","Bob Thornton","8",1984
"88","Brett Applegate","",1984
"89","Phillip Smith","",1984
"90","Ozell Jones","2",1984
"91","Earl Harrison","",1984
"92","John Revelli","",1984
"93","Kevin Mullin","",1984
"94","Gene Smith","",1984
"95","Lamont Robinson","",1984
"96","Vince Hinchen","",1984
"97","Al McClain","",1984
"98","Alonza Allen","",1984
"99","Cohn Irish","",1984
"100","Eric Richardson","",1984
"101","Steve Bartek","",1984
"102","Jim Foster","",1984
"103","Prince Bridges","",1984
"104","Terry Martin","",1984
"105","Bill Flye","",1984
"106","Eli Pasquale","",1984
"107","Dave Williams","",1984
"108","Marcus Gaither","",1984
"109","Michael Gerren","",1984
"110","Scott McCollum","",1984
"111","Mike Whitmarsh","",1984
"112","Rick Doyle","",1984
"113","Ernie Floyd","",1984
"114","Dan Federman","",1984
"115","Lance Berwald","",1984
"116","Todd Orlando","",1984
"117","Clyde Vaughn","",1984
"118","Jeff Tipton","",1984
"119","Matt Doherty","",1984
"120","McKinley Singleton","1",1984
"121","Phillip Haynes","",1984
"122","Blaise Bugajeski","",1984
"123","Tony Martin","",1984
"124","Dion Brown","",1984
"125","Willie Burton","",1984
"126","Bruce Vanley","",1984
"127","Jim Master","",1984
"128","Herman Veal","",1984
"129","Graylin Warner","",1984
"130","LaVerne Evans","",1984
"131","Oscar Schmidt","",1984
"132","Chris Harrison","",1984
"133","Eddie Lee Wilkins","6",1984
"134","Lance Ball","",1984
"135","Rennie Bailey","",1984
"136","Mike Reddick","",1984
"137","Gary Springer","",1984
"138","Keith Jones","",1984
"139","Steve Carfino","",1984
"140","Kenton Edelin","1",1984
"141","Butch Hays","",1984
"142","Joe Jakubick","",1984
"143","Joedy Gardner","",1984
"144","David Brantley","",1984
"145","Tim Garrett","",1984
"146","Michael Pitts","",1984
"147","Cliff Higgins","",1984
"148","Chip Harris","",1984
"149","Mark Simpson","",1984
"150","Vince Martello","",1984
"151","Raymond Crenshaw","",1984
"152","Gary Gatewood","",1984
"153","George Turner","",1984
"154","Bob Evans","",1984
"155","Sean Kerins","",1984
"156","Ken Bannister","5",1984
"157","Victor Anger","",1984
"158","Barry Francisco","",1984
"159","Tony William","",1984
"160","Rich Congo","",1984
"161","Richard Haenisch","",1984
"162","Mark Van Valkenburg","",1984
"163","Tom Heitz","",1984
"164","Brett Crawford","",1984
"165","Elliot Beard","",1984
"166","Greg Wolff","",1984
"167","Jim McLoughlin","",1984
"168","Darryl Odom","",1984
"169","Paul Brozovich","",1984
"170","Dan Tarkanian","",1984
"171","Bill Wendlandt","",1984
"172","Nate Rollins","",1984
"173","Robert Brown","",1984
"174","Mark Fothergill","",1984
"175","Jerry McMillan","",1984
"176","Leroy Sutton","",1984
"177","Chris Winans","",1984
"178","Eric Booker","",1984
"179","Ricky Tunstall","",1984
"180","Steve Flint","",1984
"181","Dale Roberts","",1984
"182","Brad Jergenson","",1984
"183","Frank Dobbs","",1984
"184","Champ Godboldt","",1984
"185","Brian Martin","1",1984
"186","Calvin Pierce","",1984
"187","John Shimko","",1984
"188","Bill Coon","",1984
"189","Dave Schultz","",1984
"190","Mike Emanuel","",1984
"191","Melvin Roseboro","",1984
"192","Mitch Arnold","",1984
"193","Greg Turner","",1984
"194","Cecil Exum","",1984
"195","Fred Brown","",1984
"196","Buddy Cox","",1984
"197","Mike Williams","",1984
"198","John Tudor","",1984
"199","Kelly Knight","",1984
"200","Billy Ryan","",1984
"201","Marc Marotta","",1984
"202","Dennis Black","",1984
"203","Ben Tower","",1984
"204","Edwin Green","",1984
"205","Michael Mitchell","",1984
"206","Joe Dixon","",1984
"207","Gary Carver","",1984
"208","Carl Lewis","",1984
"209","Darrell Space","",1984
"210","Robert Turner","",1984
"211","Dick Mumma","",1984
"212","Glynn Myrick","",1984
"213","Tim Bell","",1984
"214","Frank Rodriguez","",1984
"215","Dexter Bailey","",1984
"216","Victor Coleman","",1984
"217","Doug Mills","",1984
"218","Ezra Hill","",1984
"219","Greg Brandon","",1984
"220","Napoleon Johnson","",1984
"221","Phil Jamison","",1984
"222","Mike Curran","",1984
"223","Mike Henderson","",1984
"224","Randy Dunn","",1984
"225","Dan Pelekoudas","",1984
"226","Mike Toomer","",1984
"227","Martin Clark","",1984
"228","Dan Trant","",1984
"1","Patrick Ewing","17",1985
"2","Wayman Tisdale","12",1985
"3","Benoit Benjamin","15",1985
"4","Xavier McDaniel","12",1985
"5","Jon Koncak","11",1985
"6","Joe Kleine","15",1985
"7","Chris Mullin","16",1985
"8","Detlef Schrempf","16",1985
"9","Charles Oakley","19",1985
"10","Ed Pinckney","12",1985
"11","Keith Lee","3",1985
"12","Kenny Green","2",1985
"13","Karl Malone","19",1985
"14","Alfredrick Hughes","1",1985
"15","Blair Rasmussen","8",1985
"16","Bill Wennington","13",1985
"17","Uwe Blab","5",1985
"18","Joe Dumars","14",1985
"19","Steve Harris","5",1985
"20","Sam Vincent","7",1985
"21","Terry Catledge","8",1985
"22","Jerry Reynolds","8",1985
"23","A.C. Green","16",1985
"24","Terry Porter","17",1985
"25","Mike Smrek","7",1985
"26","Bill Martin","3",1985
"27","Dwayne McClain","1",1985
"28","Ken Johnson","1",1985
"29","Mike Brittain","2",1985
"30","Calvin Duncan","",1985
"31","Manute Bol","10",1985
"32","Nick Vanos","2",1985
"33","Greg Stokes","2",1985
"34","Aubrey Sherrod","",1985
"35","Tyrone Corbin","16",1985
"36","Yvon Joseph","1",1985
"37","Carey Scurry","3",1985
"38","Fernando Martin","1",1985
"39","George Montgomery","",1985
"40","Mark Acres","6",1985
"41","Lorenzo Charles","1",1985
"42","Bobby Lee Hurt","",1985
"43","Barry Stevens","1",1985
"44","Voise Winters","1",1985
"45","Hot Rod Williams","13",1985
"46","Adrian Branch","4",1985
"47","Gerald Wilkins","13",1985
"48","Kenny Patterson","",1985
"49","Brad Wright","2",1985
"50","Leonard Allen","",1985
"51","Charles Bradley","",1985
"52","Anicet Lavodrama","",1985
"53","Rolando Lamb","",1985
"54","Sam Mitchell","13",1985
"55","Herb Johnson","",1985
"56","Jerry Everett","",1985
"57","Michael Payne","",1985
"58","Vernon Moore","",1985
"59","Sedric Toney","5",1985
"60","Andre Goode","",1985
"61","Perry Young","1",1985
"62","Nigel Manuel","",1985
"63","Harold Keeling","1",1985
"64","Richie Johnson","",1985
"65","Ken Perry","",1985
"66","Michael Adams","11",1985
"67","Steve Black","",1985
"68","Eugene McDowell","",1985
"69","Mike Brown","11",1985
"70","Andre Battle","",1985
"71","Luster Goodwin","",1985
"72","Vince Hamilton","",1985
"73","Fred Cofield","2",1985
"74","Jim Deines","",1985
"75","Alex Stivrins","2",1985
"76","Willie Simmons","",1985
"77","Arvydas Sabonis","7",1985
"78","Granger Hall","",1985
"79","Mark Davis","1",1985
"80","Craig Beard","",1985
"81","Richie Adams","",1985
"82","Scott Roth","3",1985
"83","Delaney Rudd","4",1985
"84","John Battle","10",1985
"85","Joe Atkinson","",1985
"86","Bubba Jennings","",1985
"87","Spud Webb","12",1985
"88","Mike Brooks","",1985
"89","Pete Williams","2",1985
"90","Derrick Gervin","2",1985
"91","Cozell McQueen","1",1985
"92","Dexter Shouse","1",1985
"93","Cliff Weber","",1985
"94","Kelvin Johnson","",1985
"95","Greg Cavener","",1985
"96","Mike Schlegel","",1985
"97","Lou Stefanovic","",1985
"98","Bob Lojewski","",1985
"99","Wayne Carlander","",1985
"100","Larry Hampton","",1985
"101","Gunther Behnke","",1985
"102","Shawn Campbell","",1985
"103","Reid Gettys","",1985
"104","Dean Shaffer","",1985
"105","Ray Hall","",1985
"106","Clayton Olivier","",1985
"107","James Anderson","",1985
"108","Kelly Blaine","",1985
"109","Tommy Davis","",1985
"110","Mike Lahm","",1985
"111","Ivan Daniels","",1985
"112","Kenny Brown","",1985
"113","Carl Wright","",1985
"114","Ray Knight","",1985
"115","Timo Saarelainen","",1985
"116","Albert Butts","",1985
"117","Gerald Crosby","",1985
"118","Stu Primus","",1985
"119","Kent Lockhart","",1985
"120","Charles Valentine","",1985
"121","Malcolm Thomas","",1985
"122","Earl Walker","",1985
"123","Tony Duckett","",1985
"124","Charles Rayne","",1985
"125","Ricky Johnson","",1985
"126","Dan Meagher","",1985
"127","Matt England","",1985
"128","Chris Harper","",1985
"129","Jim Miller","",1985
"130","George Almones","",1985
"131","Curtis Moore","",1985
"132","Carlton Cooper","",1985
"133","Vincent Giles","",1985
"134","Sam Potter","",1985
"135","Joe Carrabino","",1985
"136","Daryl Lloyd","",1985
"137","Quentin Anderson","",1985
"138","Tony Neal","",1985
"139","Ralph Lewis","3",1985
"140","Jeff Acres","",1985
"141","Eric Boyd","",1985
"142","Ken Bantum","",1985
"143","Gary Maloncon","",1985
"144","Michael Phelps","3",1985
"145","Alton Lee Gipson","",1985
"146","Bob Ferry","",1985
"147","Buzz Peterson","",1985
"148","Georgi Glouchkov","1",1985
"149","Jeff Adkins","",1985
"150","Keith Gray","",1985
"151","Mike Wacker","",1985
"152","Al Young","",1985
"153","Mark Owen","",1985
"154","Gary McLain","",1985
"155","Ed Catchings","",1985
"156","Frank James","",1985
"157","Don Turney","",1985
"158","Eddie Smith","",1985
"159","Jaye Andrews","",1985
"160","Mario Elie","11",1985
"161","Keith Cleplicki","",1985
"162","Chris Remly","",1985
"1","Brad Daugherty","8",1986
"2","Len Bias","",1986
"3","Chris Washburn","2",1986
"4","Chuck Person","13",1986
"5","Kenny Walker","7",1986
"6","William Bedford","6",1986
"7","Roy Tarpley","6",1986
"8","Ron Harper","15",1986
"9","Brad Sellers","6",1986
"10","Johnny Dawkins","9",1986
"11","John Salley","11",1986
"12","John Williams","8",1986
"13","Pearl Washington","3",1986
"14","Walter Berry","3",1986
"15","Dell Curry","16",1986
"16","Maurice Martin","2",1986
"17","Harold Pressley","4",1986
"18","Mark Alarie","5",1986
"19","Billy Thompson","6",1986
"20","Buck Johnson","7",1986
"21","Anthony Jones","3",1986
"22","Scott Skiles","10",1986
"23","Ken Barlow","",1986
"24","Arvydas Sabonis","7",1986
"25","Mark Price","12",1986
"26","Greg Dreiling","10",1986
"27","Dennis Rodman","14",1986
"28","Larry Krystkowiak","9",1986
"29","Johnny Newman","16",1986
"30","Nate McMillan","12",1986
"31","Joe Ward","",1986
"32","Cedric Henderson","1",1986
"33","Kevin Duckworth","11",1986
"34","Johnny Rogers","2",1986
"35","Milt Wagner","2",1986
"36","Steve Mitchell","",1986
"37","Parragiotis Fasoulas","",1986
"38","Lemone Lampley","",1986
"39","Rafael Addison","6",1986
"40","Augusto Binelli","",1986
"41","Otis Smith","6",1986
"42","Ron Kellogg","",1986
"43","Dave Feitl","5",1986
"44","David Wingate","15",1986
"45","Keith Smith","1",1986
"46","Jeff Hornacek","14",1986
"47","Michael Jackson","3",1986
"48","Forrest McKenzie","1",1986
"49","Juden Smith","",1986
"50","Kevin Henderson","2",1986
"51","Mike Williams","1",1986
"52","Ricky Wilson","1",1986
"53","Tod Murphy","5",1986
"54","Dwayne Polee","1",1986
"55","Kenny Gattison","9",1986
"56","Keith Colbert","",1986
"57","Bruce Douglas","1",1986
"58","Dave Henderson","1",1986
"59","Wendell Alexis","",1986
"60","Drazen Petrovic","4",1986
"61","John Shasky","3",1986
"62","Anthony Welch","",1986
"63","Bill Breeding","",1986
"64","Don Redden","",1986
"65","Dave Hoppen","6",1986
"66","Anthony Bowie","8",1986
"67","Ron Rowan","1",1986
"68","Baskerville Holmes","",1986
"69","Andre Turner","6",1986
"70","Jim Les","7",1986
"71","Calvin Thompson","",1986
"72","Derrick Taylor","",1986
"73","Warren Martin","",1986
"74","Scott Meents","2",1986
"75","Dan Bingenheimer","",1986
"76","Michael Graham","",1986
"77","Grant Gondrezick","2",1986
"78","John Brownlee","",1986
"79","Carlos Briggs","",1986
"80","Alvin Franklin","",1986
"81","Steve Hale","",1986
"82","Barry Mungar","",1986
"83","David Shaffer","",1986
"84","Marty Embry","",1986
"85","Myron Jackson","1",1986
"86","Chauncey Robinson","",1986
"87","Anthony Watson","",1986
"88","Efrem Winters","",1986
"89","Conner Henry","2",1986
"90","Wes Stallings","",1986
"91","Bob Beecher","",1986
"92","Dale Blaney","",1986
"93","Tony Benford","",1986
"94","Jerome Mincey","",1986
"95","Richard Rellford","1",1986
"96","Ben Davis","",1986
"97","Clinton Smith","2",1986
"98","Jimmy Gilbert","",1986
"99","Dominic Pressley","1",1986
"100","Steffond Johnson","1",1986
"101","Greg Spurling","",1986
"102","Earl Kelley","",1986
"103","Keith Morrison","",1986
"104","Paul Fortier","",1986
"105","Archie Johnson","",1986
"106","Jerry Adams","",1986
"107","Kerry Boagni","",1986
"108","Jay Bilas","",1986
"109","Clarence Hanley","",1986
"110","Jon Collins","",1986
"111","Nicky Jones","",1986
"112","Andre Banks","",1986
"113","Kevin Holmes","",1986
"114","Bobby Deaton","",1986
"115","Roger Harden","",1986
"116","Dave Colbert","",1986
"117","Butch Wade","",1986
"118","Jeff Hall","",1986
"119","Gilbert Wilburn","",1986
"120","Pete Myers","9",1986
"121","Bobby Lee Hurt","",1986
"122","Curtis Kitchen","1",1986
"123","Jim McCaffrey","",1986
"124","Tim Kempton","8",1986
"125","Kevin Lewis","",1986
"126","John Flowers","",1986
"127","Troy Webster","",1986
"128","Lorenzo Duncan","",1986
"129","Tony Hampton","",1986
"130","Chuck Everson","",1986
"131","Greg Anderson","",1986
"132","Greg Grant","",1986
"133","Anthony Frederick","3",1986
"134","Alexander Volkov","2",1986
"135","Robert Worthy","",1986
"136","Andre McCloud","",1986
"137","John Kimbrell","",1986
"138","Walter Downing","",1986
"139","Greg Wendt","",1986
